subjects	S	distractor	R	rt
1	word	dutch	nonword	0.502669101186861
1	nonword	dutch	nonword	0.883922293891764
1	word	english	nonword	0.653115259285155
1	word	english	word	0.471574571923664
1	word	english	word	0.867391589247487
1	word	dutch	word	0.411640914699327
1	nonword	english	word	0.491110871206689
1	nonword	dutch	nonword	0.45889782025892
1	word	dutch	word	0.579313500999053
1	nonword	dutch	nonword	0.441365991845708
1	nonword	dutch	nonword	0.448661717918884
1	word	dutch	word	0.421637324061704
1	word	english	word	0.559780026339784
1	nonword	english	nonword	0.514431715984247
1	nonword	dutch	nonword	0.553535397835262
1	nonword	english	nonword	0.581039030807225
1	word	english	word	0.452398435401281
1	nonword	dutch	nonword	0.45986941942467
1	nonword	dutch	nonword	0.956841436832501
1	word	dutch	word	0.454873206861094
1	nonword	dutch	nonword	0.461825329876459
1	word	english	word	0.647460611532347
1	word	english	word	0.502632936711175
1	nonword	english	nonword	0.633587757649918
1	nonword	english	nonword	0.525977600677592
1	nonword	dutch	nonword	0.626810664928413
1	nonword	english	nonword	0.481764389291904
1	word	dutch	nonword	0.510367733324473
1	nonword	english	nonword	0.41042314305809
2	word	dutch	word	0.32626176025692
2	nonword	dutch	nonword	0.223124309770891
2	word	dutch	word	0.501783484969797
2	nonword	english	nonword	0.371289465798259
2	word	dutch	word	0.327696894968461
2	nonword	english	nonword	0.468115159947322
2	nonword	dutch	nonword	0.284088876257845
2	nonword	dutch	nonword	0.370483604399437
2	word	english	word	0.441403505631987
2	word	english	word	0.526771221650644
2	nonword	dutch	nonword	0.161850553275425
2	nonword	dutch	nonword	0.181565644053298
2	nonword	dutch	nonword	0.193182537292416
2	word	dutch	word	0.205660525009404
2	nonword	english	nonword	0.286165332002224
2	word	dutch	word	0.624997682276817
2	nonword	english	nonword	0.834527862637845
2	word	dutch	word	0.275857687001443
2	word	dutch	word	0.176354322506284
2	nonword	dutch	nonword	0.14464875588578
2	word	dutch	word	0.305453614156382
2	nonword	dutch	nonword	0.260229215139732
2	nonword	dutch	nonword	0.192490370387271
2	nonword	english	nonword	0.229149417043631
2	word	dutch	word	0.234074934561117
2	nonword	english	word	0.3513874215004
2	nonword	dutch	nonword	0.60372532039719
2	nonword	dutch	nonword	0.241119601046256
2	word	dutch	word	0.333105356435296
2	word	dutch	word	0.34412511829636
2	nonword	dutch	nonword	0.308979647036957
2	word	english	word	0.272536975555158
2	word	english	word	0.159340759878488
2	word	english	word	0.242063375813735
2	nonword	dutch	nonword	0.255315338988875
2	word	english	word	0.548730651204314
2	word	english	word	0.355242618533377
2	nonword	dutch	nonword	0.154505343145946
2	nonword	dutch	nonword	0.297168509882296
2	nonword	dutch	nonword	0.285780655926468
2	word	dutch	word	0.163301317972762
2	nonword	english	nonword	0.221874020315955
2	word	dutch	word	0.163329896384219
2	word	dutch	word	0.459263115443854
2	word	dutch	word	0.287669073280079
2	word	dutch	word	0.297908420467249
2	nonword	dutch	nonword	0.184180822937853
2	word	dutch	word	0.153903733085952
2	nonword	dutch	nonword	0.294503534554667
2	word	english	nonword	0.665601976196584
2	word	dutch	word	0.187061865818524
2	word	dutch	word	0.161147275224257
2	nonword	english	nonword	0.21821453120644
2	nonword	dutch	word	0.151990106121113
2	word	english	nonword	0.230403046935745
2	word	dutch	word	0.225346184442737
2	nonword	dutch	nonword	0.318044256467343
2	word	dutch	word	0.36692173598437
2	nonword	dutch	nonword	0.241865426449669
2	word	english	word	0.315051253323105
2	nonword	english	nonword	0.214902795454679
2	nonword	english	nonword	0.310369378731569
2	word	dutch	word	0.304831689195512
2	word	english	word	0.346413400130532
2	nonword	dutch	nonword	0.23240727016567
2	nonword	dutch	nonword	0.241687587431643
2	nonword	dutch	nonword	0.568717051993299
2	word	english	word	0.294465276492038
2	word	english	word	0.727758019352041
2	word	english	word	0.237405119558
2	word	english	nonword	0.379103823956344
2	word	dutch	nonword	0.151393719555619
2	nonword	english	nonword	0.390883555551317
2	nonword	dutch	word	0.181028792100145
2	word	english	word	0.23849603648429
2	word	dutch	word	0.274330705708781
2	nonword	english	nonword	0.192543547571777
2	word	english	word	0.18394371587859
2	nonword	dutch	nonword	0.185968157138249
2	nonword	dutch	word	0.220679005681049
2	word	dutch	word	0.569277063381218
2	nonword	english	nonword	0.398705530901944
2	word	english	word	0.294334635109636
2	word	english	nonword	0.215153632777636
2	word	english	word	0.571311253260093
2	nonword	dutch	nonword	0.471307227828843
2	nonword	english	nonword	0.200957562859732
2	word	dutch	word	0.240529193874888
2	word	dutch	word	0.250179367936432
2	nonword	dutch	nonword	0.274695838793889
2	nonword	dutch	nonword	0.276675918132673
2	nonword	english	nonword	0.24380786913435
2	word	english	word	0.379704618834893
2	nonword	english	word	0.324625154982334
2	nonword	dutch	nonword	0.248348081704231
2	word	dutch	word	0.483194989133437
2	nonword	dutch	nonword	0.447030564939589
2	word	english	word	0.468846923537115
2	word	english	nonword	0.44888501913838
2	word	dutch	word	0.222269315050081
2	nonword	english	nonword	0.212487395268739
2	word	dutch	word	0.295583644577245
2	word	english	word	0.372750940115758
2	word	dutch	word	0.166989994263181
2	word	dutch	word	0.256821808482139
2	nonword	english	nonword	0.442783524968786
2	nonword	english	nonword	0.204615042397874
2	word	dutch	word	0.468705906056382
2	word	english	word	0.258525461081021
2	nonword	dutch	nonword	0.151054015156577
2	word	english	word	0.201496938505599
2	nonword	dutch	nonword	0.444143067474484
2	word	dutch	word	0.232340404586057
2	nonword	english	nonword	0.68181260407644
2	nonword	dutch	nonword	0.401497604756696
2	nonword	english	nonword	0.234913434202655
2	word	english	nonword	0.221456147393462
2	word	dutch	word	0.19148718672368
2	word	dutch	word	0.21889052171096
2	nonword	dutch	nonword	0.294405902492507
2	word	english	word	0.478235248809971
2	word	dutch	word	0.166370276662317
2	word	english	word	0.203425643948295
2	word	english	word	0.249850780009252
2	word	english	word	0.16840919921716
2	nonword	dutch	nonword	0.294792533387482
2	word	english	word	0.180850048486914
2	nonword	dutch	nonword	0.164022881939237
2	nonword	dutch	nonword	0.488182787553889
2	word	english	word	0.220085679646153
2	word	dutch	word	0.173991179005652
2	nonword	dutch	nonword	0.305110081013435
2	nonword	english	nonword	0.251760365750743
2	nonword	english	nonword	0.296973098066939
2	word	dutch	nonword	0.213433586868096
2	nonword	english	nonword	0.330147478629489
2	nonword	dutch	nonword	0.173242865469368
2	nonword	dutch	nonword	0.619287075623366
2	nonword	english	nonword	0.151812699462471
2	nonword	english	nonword	0.149283686337703
2	nonword	dutch	nonword	0.363173886988328
2	word	english	word	0.22508702225093
2	word	english	word	0.483366288958063
2	word	english	nonword	0.403900363195556
2	nonword	english	nonword	0.142856289043059
2	word	dutch	word	0.188946453406572
2	word	dutch	word	0.224252430339971
2	word	english	word	0.404323101461132
2	nonword	english	word	0.342459055996636
2	nonword	dutch	nonword	0.467936420076008
2	word	dutch	word	0.453251137165234
2	nonword	dutch	nonword	0.307833709876019
2	word	english	word	0.247890262535169
2	word	dutch	word	0.247973663478175
2	word	english	word	0.213119563821742
2	nonword	dutch	nonword	0.353825133828985
2	word	dutch	word	0.185615894837059
2	word	english	word	0.274985835810236
2	nonword	english	nonword	0.191225617526371
2	word	dutch	nonword	0.201612297758306
2	nonword	english	word	0.282655471570345
2	word	dutch	word	0.270629499943794
2	nonword	dutch	nonword	0.237879533938055
2	nonword	dutch	nonword	0.150228974800859
2	nonword	english	word	0.441898319059426
2	word	english	word	0.220821909242039
2	word	dutch	word	0.250901596596308
2	word	english	word	0.281594263697283
2	nonword	dutch	nonword	0.157558036044111
2	nonword	english	nonword	0.27047041794243
2	nonword	english	nonword	0.275230613224737
2	word	dutch	word	0.198302061289739
2	nonword	dutch	nonword	0.194265310166319
2	nonword	english	nonword	0.368696895529559
2	nonword	dutch	nonword	0.272433316708811
2	nonword	dutch	nonword	0.166717648976507
2	nonword	english	nonword	0.170933171733459
2	nonword	dutch	word	0.235590171741933
2	word	dutch	word	0.276835315801019
2	nonword	dutch	nonword	0.248711241796182
2	nonword	english	nonword	0.27414811756822
2	word	dutch	word	0.249111083080696
2	nonword	dutch	nonword	0.192286469033553
2	nonword	dutch	nonword	0.310107762435109
2	nonword	dutch	nonword	0.25361353286984
2	nonword	dutch	nonword	0.269923746667273
2	nonword	dutch	nonword	0.195038970754478
2	word	english	word	0.277442164938566
2	word	dutch	word	0.459646632011712
2	word	dutch	nonword	0.253042393828958
2	nonword	english	nonword	0.202090468114787
2	word	english	word	0.231184781874875
2	nonword	dutch	nonword	0.197307056664113
2	word	dutch	word	0.349535047791844
2	word	english	word	0.404518471334634
2	word	english	word	0.344161842006282
2	nonword	english	nonword	0.271560977195396
2	word	dutch	word	0.304905671755006
2	word	english	word	0.355990663428222
2	nonword	dutch	nonword	0.249221962939856
2	word	dutch	word	0.199721414218963
2	word	dutch	word	0.542752399922907
2	nonword	dutch	nonword	0.28212409874176
2	word	english	word	0.368916829142837
2	word	dutch	word	0.331225263840629
2	nonword	english	nonword	0.338665750714437
2	nonword	dutch	nonword	0.234106810339694
2	nonword	english	nonword	0.182638605854799
2	nonword	english	nonword	0.590213542518274
2	word	dutch	word	0.394566629573723
2	nonword	english	nonword	0.193369815182501
2	nonword	dutch	word	0.273210299133813
2	word	english	word	0.207897058208456
2	nonword	english	nonword	0.283747457018808
2	nonword	english	word	0.174737258701683
2	word	dutch	word	0.254044682366099
2	word	dutch	word	0.158716090611333
2	nonword	english	nonword	0.393307092310155
2	nonword	dutch	nonword	0.159810896625266
2	word	english	word	0.427696180515016
2	nonword	english	nonword	0.319801595438966
2	nonword	dutch	nonword	0.232330308714504
2	word	english	word	0.173000452195854
2	nonword	english	nonword	0.287353220436657
2	nonword	english	nonword	0.424060202998757
2	word	dutch	word	0.210969343783306
2	word	english	word	0.25639886950118
2	nonword	dutch	word	0.155807336159335
2	nonword	english	nonword	0.535417609156381
2	nonword	dutch	nonword	0.251725384781482
2	word	english	word	0.170844766445478
2	word	english	word	0.271068654216834
2	word	english	word	0.230863404002093
2	word	english	word	0.176840116189903
2	word	english	nonword	0.305965021322494
2	word	dutch	word	0.446107125450013
2	nonword	english	nonword	0.209537527984226
2	nonword	dutch	nonword	0.23130748918803
2	nonword	dutch	nonword	0.192681658282189
2	nonword	english	nonword	0.202835383855295
2	nonword	dutch	nonword	0.424712192596121
2	word	dutch	word	0.27755720978362
2	nonword	english	nonword	0.302734656276024
2	word	english	nonword	0.162539478179833
2	word	english	word	0.367492538292014
2	nonword	english	nonword	0.218161038842264
2	word	dutch	word	0.23778667847313
2	word	dutch	word	0.651447120841611
2	word	english	word	0.205062538127076
2	word	english	word	0.214605841548716
2	word	english	word	0.264874084010607
2	word	english	word	0.616898082662047
2	nonword	english	nonword	0.200426493654652
2	nonword	dutch	word	0.386913482775268
2	nonword	english	nonword	0.227053332404191
2	word	dutch	word	0.177399847063712
2	nonword	dutch	nonword	0.220053739117968
2	word	english	word	0.280965659790699
2	word	english	word	0.240676432033718
2	word	english	nonword	0.198706631182458
2	nonword	english	nonword	0.222879133633247
2	nonword	english	nonword	0.270354875080663
2	nonword	english	word	0.169547931475395
2	word	dutch	word	0.248607040142008
2	word	english	word	0.177324498181681
2	nonword	english	nonword	0.232798196500502
2	word	dutch	word	0.23261508526499
2	word	dutch	word	0.17380507077376
2	nonword	dutch	nonword	0.156487539114004
2	word	english	word	0.313697416404209
2	word	dutch	word	0.318099725520195
2	nonword	dutch	nonword	0.405139250593137
2	word	english	word	0.242791530139821
2	nonword	english	nonword	0.347689536150253
2	nonword	english	nonword	0.153887763282138
